0.013753889,125,6929,1073,265,39,1,0,0,TCP
0.001443056,74,0,1,65160,0,0,0,0,TCP
0.011057908,96,518,2029,2919,30,1,0,0,TCP
0.289458537,227,1,43,7989,173,1,0,0,TCP
0.000000000,55,1,1,256,1,0,0,0,TCP
0.201165962,160,796,389,2734,74,1,0,0,TCP
0.004066055,1068,389,870,263,982,1,0,0,TCP
0.043460186,86,1258,4942,3236,0,0,0,0,TCP
0.927028555,74,0,0,65535,0,1,0,0,TCP
0.001834592,571,1215,5410,3100,505,1,0,0,TCP
2.101428646,74,0,0,65535,0,1,0,0,TCP
0.001148093,94,0,1,64704,0,0,0,0,TCP
0.000424537,1056,2697,518,8,970,1,0,0,TCP
0.000734759,1466,8071,1081,265,1380,0,0,0,TCP
0.044496982,1251,2857,518,501,1165,1,0,0,TCP
0.001673019,86,1115,6008,3236,0,0,0,0,TCP
0.007190185,66,0,1,65535,0,0,0,0,TCP
0.000009500,86,1081,39811,5288,0,0,0,0,TCP
0.001840223,86,1081,45331,5633,0,0,0,0,TCP
0.000024870,1514,1449,518,506,1448,0,0,0,TCP
0.074349963,1191,2897,518,506,1125,1,0,0,TCP
0.020651482,124,5774,1231,502,38,1,0,0,TCP
0.006134518,124,1193,4986,3045,38,1,0,0,TCP
0.005274963,744,598,4022,2968,658,1,0,0,TCP
0.001600241,86,1256,4309,3057,0,0,0,0,TCP
0.000053500,1514,23160,1256,501,1428,0,0,0,TCP
0.000082260,86,1256,24588,4396,0,0,0,0,TCP
0.000312685,86,1256,38868,5289,0,0,0,0,TCP
0.000012056,66,1224,20545,4186,0,0,0,0,TCP
0.209631296,1042,4814,592,261,976,1,0,0,TCP
0.213618333,1042,4813,592,261,976,1,0,0,TCP
0.221231167,304,41724,1256,501,218,1,0,0,TCP
0.400106407,66,0,1,65535,0,1,0,0,TCP
0.001332148,1514,1,518,16383,1460,0,0,0,TCP
0.013975797,74,0,1,65160,0,0,0,0,TCP
0.038286130,60,1,2,2053,0,0,0,0,TCP
0.003023241,86,7262,1203,133,0,0,0,0,TCP
0.001558981,66,1,1,2738,0,0,0,0,TCP
0.036031945,74,0,1,65535,0,0,0,0,TCP
3.905423591,74,0,0,65535,0,1,0,0,TCP
0.015383945,1167,3625,518,261,1081,1,0,0,TCP
0.002088611,86,518,3625,2927,0,0,0,0,TCP
0.000042722,1514,1461,518,5962,1460,0,0,0,TCP
0.003525370,1514,5731,1569,126,1448,0,0,0,TCP
0.000028815,1514,17343,3679,126,1448,0,0,0,TCP
0.092981185,769,4345,518,110,703,1,0,0,TCP
0.083756241,66,5501,1205,114,0,0,0,0,TCP
0.000000000,74,0,0,65535,0,0,0,0,TCP
0.017453667,135,5219,644,110,69,1,0,0,TCP
0.002304889,66,1,1,2738,0,0,0,0,TCP
