0.970819259,66,78,1,167,0,738041403,2613055,0,0,TCP
1.099244722,78,1,33,3281,0,2616868,1626808210,0,0,TCP
1.103226870,66,1,79,12371,0,2616868,738041403,0,0,TCP
1.103239574,66,1,79,12371,0,2616869,738041403,0,0,TCP
1.120597333,66,79,2,167,0,738041552,2616869,0,0,TCP
1.340703999,66,79,2,167,0,738041772,2616869,0,1,TCP
5.591343367,66,1,1,87616,0,2617303,1397906004,0,0,TCP
5.915944460,1514,1,197,4194560,1448,1397906327,2617305,0,0,TCP
5.916013497,1514,1449,197,4194560,1448,1397906327,2617305,0,0,TCP
5.916020645,1514,2897,197,4194560,1448,1397906327,2617305,0,0,TCP
5.923062626,66,197,1449,90496,0,2617336,1397906327,0,0,TCP
5.925442700,66,197,4345,96288,0,2617337,1397906327,0,0,TCP
5.925549163,66,197,4465,96288,0,2617337,1397906327,0,0,TCP
6.372855015,66,355,4516,96288,0,2617381,1397906784,0,0,TCP
6.401018589,1494,355,4516,96288,1428,2617383,1397906784,0,0,TCP
6.518247978,78,4516,355,4194304,0,1397906933,2617381,0,1,TCP
6.612029163,66,4516,2721,4194816,0,1397907032,2617383,0,0,TCP
6.680605441,78,4988,2721,4194816,0,1397907100,2617383,0,1,TCP
6.728583256,66,2721,4988,99200,0,2617417,1397907032,0,0,TCP
7.950659792,1494,2721,4988,99200,1428,2617538,1397907032,0,0,TCP
8.063538866,66,4988,5480,4194816,0,1397908483,2617538,0,0,TCP
8.147118514,66,5480,5459,102080,0,2617558,1397908548,0,0,TCP
16.884797046,66,1,1,3190,0,2618422,1090095449,0,0,TCP
16.884945064,66,1,33,3281,0,2618423,1626808210,0,0,TCP
17.001771435,66,1,2,506,0,1090129471,2618422,0,0,TCP
17.130074286,66,1,1,87616,0,2618457,4274492765,0,0,TCP
17.132399657,66,1,1,87616,0,2618457,4231762509,0,0,TCP
17.345333971,1514,1449,518,43008,1448,4274493007,2618458,0,0,TCP
17.360582694,66,3527,518,43008,0,4274493022,2618458,0,1,TCP
17.364552545,1514,1449,518,43008,1448,4231762742,2618458,0,0,TCP
17.415502749,66,3527,518,43008,0,4231762793,2618458,0,1,TCP
17.490657897,66,1,1,87616,0,2618493,3248604159,0,0,TCP
17.490751157,66,1,1,87616,0,2618493,3248604185,0,0,TCP
17.490841471,66,518,2897,93408,0,2618493,4274493007,0,0,TCP
17.491486249,66,518,3527,96288,0,2618493,4274493007,0,0,TCP
17.491499657,66,518,1449,90496,0,2618493,4231762742,0,0,TCP
17.491567582,66,518,3527,96288,0,2618493,4231762742,0,0,TCP
17.519092268,66,1,518,65024,0,3248604380,2618493,0,0,TCP
17.519889619,1514,1449,518,65024,1448,3248604381,2618493,0,0,TCP
17.519913379,1514,2897,518,65024,1448,3248604381,2618493,0,0,TCP
17.631583379,66,1,518,65024,0,3248604504,2618493,0,0,TCP
17.632367601,1514,1449,518,65024,1448,3248604505,2618493,0,0,TCP
17.632382193,1514,2897,518,65024,1448,3248604505,2618493,0,0,TCP
17.687354860,66,518,1449,90496,0,2618512,3248604381,0,0,TCP
17.689872508,66,518,4817,99200,0,2618512,3248604381,0,0,TCP
17.832188379,66,644,4817,99200,0,2618527,3248604505,0,0,TCP
17.839258638,1514,1243,4817,99200,1448,2618528,3248604381,0,0,TCP
17.839604675,1514,2691,4817,99200,1448,2618528,3248604381,0,0,TCP
17.839965730,1514,4139,4817,99200,1448,2618528,3248604381,0,0,TCP
17.855886230,66,4817,518,65024,0,3248604728,2618493,0,1,TCP
17.867505453,66,4817,518,65024,0,3248604728,2618512,0,1,TCP
17.930748582,66,4817,518,65024,0,3248604792,2618512,0,1,TCP
17.951282601,66,4817,518,65024,0,3248604812,2618512,0,1,TCP
17.958447656,66,4817,743,65024,0,3248604819,2618526,0,0,TCP
17.975676138,66,5153,743,65024,0,3248604836,2618526,0,1,TCP
17.983922953,66,5153,743,65024,0,3248604845,2618526,0,1,TCP
17.994994601,66,5885,5075,102080,0,2618543,3248604820,0,0,TCP
17.995078138,66,5885,5153,102080,0,2618543,3248604820,0,0,TCP
18.021861138,66,5153,743,65024,0,3248604883,2618526,0,1,TCP
18.033749230,66,5153,5923,60416,0,3248604895,2618526,0,0,TCP
18.041041749,66,4817,645,65024,0,3248604913,2618527,0,0,TCP
18.041164952,66,5075,645,65024,0,3248604914,2618527,0,0,TCP
18.081959360,66,5623,5923,64512,0,3248604943,2618526,0,1,TCP
18.169572971,66,5923,5623,104992,0,2618561,3248604895,0,0,TCP
18.859602952,66,598,3685,96288,0,2618630,4231764103,0,0,TCP
18.861964674,1514,9522,5623,104992,1448,2618630,3248604943,0,0,TCP
18.878012970,86,1,1,86400,0,2618632,2983627482,0,0,TCP
18.885908674,86,1,616,64128,0,2983627494,2618632,0,0,TCP
18.886521174,66,5623,5923,64512,0,3248605747,2618561,0,1,TCP
18.887226508,66,5623,5923,64512,0,3248605748,2618561,0,1,TCP
18.888670063,86,616,271,87488,0,2618633,2983627495,0,0,TCP
18.894187952,66,5623,5923,64512,0,3248605755,2618561,0,1,TCP
18.895219563,66,5623,5923,64512,0,3248605756,2618561,0,1,TCP
18.896411082,86,271,696,64128,0,2983627504,2618633,0,0,TCP
18.912944211,86,558,696,64128,0,2983627521,2618633,0,1,TCP
18.939889433,66,5623,5923,64512,0,3248605801,2618561,0,1,TCP
19.112627470,373,271,696,64128,287,2983627721,2618633,1,0,TCP
19.205942063,98,696,558,88544,0,2618665,2983627721,0,0,TCP
19.206246730,66,598,3685,96288,0,2618665,4274494772,0,0,TCP
20.081871099,1343,5923,5623,104992,1277,2618752,3248605801,1,0,TCP
20.107063470,66,5623,11034,60416,0,3248606968,2618752,0,0,TCP
20.113041414,66,11034,7462,110784,0,2618755,3248606969,0,0,TCP
