0.013753889,125,1,0,0,TCP
0.001443056,74,0,0,0,TCP
0.011057908,96,1,0,0,TCP
0.289458537,227,1,0,0,TCP
0.000000000,55,0,0,0,TCP
0.201165962,160,1,0,0,TCP
0.004066055,1068,1,0,0,TCP
0.043460186,86,0,0,0,TCP
0.927028555,74,1,0,0,TCP
0.001834592,571,1,0,0,TCP
2.101428646,74,1,0,0,TCP
0.001148093,94,0,0,0,TCP
0.000424537,1056,1,0,0,TCP
0.000734759,1466,0,0,0,TCP
0.044496982,1251,1,0,0,TCP
0.001673019,86,0,0,0,TCP
0.007190185,66,0,0,0,TCP
0.000009500,86,0,0,0,TCP
0.001840223,86,0,0,0,TCP
0.000024870,1514,0,0,0,TCP
0.074349963,1191,1,0,0,TCP
0.020651482,124,1,0,0,TCP
0.006134518,124,1,0,0,TCP
0.005274963,744,1,0,0,TCP
0.001600241,86,0,0,0,TCP
0.000053500,1514,0,0,0,TCP
0.000082260,86,0,0,0,TCP
0.000312685,86,0,0,0,TCP
0.000012056,66,0,0,0,TCP
0.209631296,1042,1,0,0,TCP
0.213618333,1042,1,0,0,TCP
0.221231167,304,1,0,0,TCP
0.400106407,66,1,0,0,TCP
0.001332148,1514,0,0,0,TCP
0.013975797,74,0,0,0,TCP
0.038286130,60,0,0,0,TCP
0.003023241,86,0,0,0,TCP
0.001558981,66,0,0,0,TCP
0.036031945,74,0,0,0,TCP
3.905423591,74,1,0,0,TCP
0.015383945,1167,1,0,0,TCP
0.002088611,86,0,0,0,TCP
0.000042722,1514,0,0,0,TCP
0.003525370,1514,0,0,0,TCP
0.000028815,1514,0,0,0,TCP
0.092981185,769,1,0,0,TCP
0.083756241,66,0,0,0,TCP
0.000000000,74,0,0,0,TCP
0.017453667,135,1,0,0,TCP
0.002304889,66,0,0,0,TCP
0.344205648,93,1,0,0,TCP
0.013699259,66,0,0,0,TCP
0.000934278,66,0,0,0,TCP
0.000078426,66,0,0,0,TCP
0.000499611,66,0,0,0,TCP
0.000418686,66,0,0,0,TCP
0.000506629,66,0,0,0,TCP
0.000017500,1514,0,0,0,TCP
38.592549348,91,1,0,0,TCP
0.003715240,66,0,0,0,TCP
0.005718481,66,0,0,0,TCP
0.042271277,66,0,0,0,TCP
8.019839736,74,1,0,0,TCP
0.013529111,66,0,0,0,TCP
0.000003815,1514,0,0,0,TCP
0.000014815,1514,0,0,0,TCP
0.000758667,1514,0,0,0,TCP
0.000009593,86,0,0,0,TCP
0.000399796,86,0,0,0,TCP
0.000009463,86,0,0,0,TCP
0.000002944,1514,0,0,0,TCP
0.000003704,1514,0,0,0,TCP
0.000003722,1514,0,0,0,TCP
0.000009759,86,0,0,0,TCP
0.000010203,86,0,0,0,TCP
0.000003666,1514,0,0,0,TCP
0.000003685,1514,0,0,0,TCP
0.000003963,1514,0,0,0,TCP
0.000003907,1514,0,0,0,TCP
0.000033297,1514,0,0,0,TCP
0.000006833,1514,0,0,0,TCP
0.000035574,1514,0,0,0,TCP
0.000003926,1514,0,0,0,TCP
0.000009815,86,0,0,0,TCP
0.000005519,1514,0,0,0,TCP
0.000004000,1514,0,0,0,TCP
0.000009778,86,0,0,0,TCP
0.000015297,1514,0,0,0,TCP
0.000316722,86,0,0,0,TCP
0.000003444,1514,0,0,0,TCP
0.000003260,1514,0,0,0,TCP
0.000080315,1514,0,0,0,TCP
0.000003889,1514,0,0,0,TCP
0.000174722,86,0,0,0,TCP
0.000036260,86,0,0,0,TCP
0.000122926,86,0,0,0,TCP
0.000009556,86,0,0,0,TCP
0.000009463,86,0,0,0,TCP
0.000004963,1514,0,0,0,TCP
0.000051889,1514,0,0,0,TCP
0.000033519,1514,0,0,0,TCP
0.000003222,1514,0,0,0,TCP
0.000010371,86,0,0,0,TCP
0.000006352,1514,0,0,0,TCP
0.000519629,1514,0,0,0,TCP
0.000005111,1514,0,0,0,TCP
0.000004037,1514,0,0,0,TCP
0.000011241,86,0,0,0,TCP
0.006014648,1514,0,0,0,TCP
0.000009703,86,0,0,0,TCP
0.000009518,86,0,0,0,TCP
0.000004704,1514,0,0,0,TCP
0.000003370,1514,0,0,0,TCP
0.000006314,1514,0,0,0,TCP
0.000003000,1514,0,0,0,TCP
0.000103982,1514,0,0,0,TCP
0.000016593,86,0,0,0,TCP
0.000105741,1514,0,0,0,TCP
0.000009593,86,0,0,0,TCP
0.004952055,571,1,0,0,TCP
0.085533462,66,1,0,0,TCP
0.000000000,60,0,0,0,TCP
0.024425926,124,1,0,0,TCP
0.002321482,86,0,0,0,TCP
0.005669871,1514,0,0,0,TCP
0.000025259,1514,0,0,0,TCP
19.145058359,1494,0,0,0,TCP
0.000286018,54,0,0,0,TCP
0.000012186,54,0,0,0,TCP
0.000057241,1514,0,0,0,TCP
0.005005148,54,0,0,0,TCP
0.000011167,1514,0,0,0,TCP
0.000003000,1514,0,0,0,TCP
0.000421389,54,0,0,0,TCP
0.000003778,1514,0,0,0,TCP
0.000309407,54,0,0,0,TCP
0.000003000,1514,0,0,0,TCP
0.000018500,1514,0,0,0,TCP
0.000003112,1514,0,0,0,TCP
0.000003704,1514,0,0,0,TCP
0.000036000,1514,0,0,0,TCP
0.000126482,1514,0,0,0,TCP
0.302252759,60,1,0,0,TCP
0.420074648,131,1,0,0,TCP
0.795988073,131,1,0,0,TCP
16.045665194,74,1,0,0,TCP
1.568097296,131,1,0,0,TCP
0.003860981,1514,0,0,0,TCP
0.000143203,66,0,0,0,TCP
3.264078109,131,1,0,0,TCP
0.041997111,284,1,0,0,TCP
0.000003426,1514,0,0,0,TCP
0.000038352,1514,0,0,0,TCP
0.000259148,86,0,0,0,TCP
0.000009703,86,0,0,0,TCP
0.000289722,86,0,0,0,TCP
0.000500685,86,0,0,0,TCP
0.000004297,1514,0,0,0,TCP
0.000003907,1514,0,0,0,TCP
0.041775111,105,1,0,0,TCP
0.239776093,676,1,0,0,TCP
0.086309649,1232,1,0,0,TCP
0.299745556,100,1,0,0,TCP
0.007678852,74,0,0,0,TCP
0.301517018,100,1,0,0,TCP
0.001459667,1514,1,0,0,TCP
0.100347056,60,0,0,0,TCP
6.400322144,131,1,0,0,TCP
45.006277862,55,0,0,0,TCP
0.000008963,1294,0,0,0,TCP
0.018519723,125,1,0,0,TCP
0.000173852,86,0,0,0,TCP
0.051382593,125,1,0,0,TCP
0.067204963,54,0,0,0,TCP
0.000203814,75,1,0,0,TCP
0.113528685,120,1,0,0,TCP
12.544063659,131,1,0,0,TCP
0.000000000,86,0,0,0,TCP
0.005215463,54,0,0,0,TCP
0.293913000,227,1,0,0,TCP
0.144475796,90,1,0,0,TCP
0.303389536,107,1,0,0,TCP
0.000147463,54,0,0,0,TCP
0.044760908,86,1,0,0,TCP
0.239927037,125,1,0,0,TCP
0.472208259,125,1,0,0,TCP
0.960741499,125,1,0,0,TCP
0.242518889,528,1,0,0,TCP
0.322873667,86,1,0,0,TCP
0.070421741,1342,1,0,0,TCP
0.387000759,528,1,0,0,TCP
0.087512870,1342,1,0,0,TCP
0.508470259,86,1,0,0,TCP
