45170.0145833333;21433;4753;123.5;-58;WLAN
45170.0166666667;311009;53140;12.0;-59;WLAN
45170.0291666667;61920;29957;30.0;-55;WLAN
45170.0347222222;484;189;418.7;-44;WLAN
45170.0444444444;114583;34894;187.9;-41;WLAN
45170.0472222222;14340;25257;186.8;-74;WLAN
45170.0583333333;19331;17619;12.0;-40;WLAN
45170.0638888889;83487;18126;41.3;-56;WLAN
45170.06875;47686;37119;13.0;-50;WLAN
45170.0833333333;21480;7735;30.0;-60;WLAN
45170.0868055556;79893;59978;34.4;-64;WLAN
45170.0875;16589;6651;240.3;-78;WLAN
45170.0881944444;83242;2672;30.2;-52;WLAN
45170.0923611111;470;2638;64.2;-76;WLAN
45170.0923611111;20791;18942;12.0;-39;WLAN
45170.1041666667;43145;9572;24.0;-48;WLAN
45170.1131944444;1896;26;902.1;-58;WLAN
45170.1194444444;31041;56906;16.0;-73;WLAN
45170.1194444444;6755;823;178.8;-59;WLAN
45170.1291666667;4767;50;63.6;-69;WLAN
45170.1354166667;200051;29019;99.8;-55;WLAN
45170.1388888889;12169;21274;201.2;-75;WLAN
45170.1388888889;24502;15418;47.7;-69;WLAN
45170.14375;33459;21039;120.0;-31;WLAN
45170.1458333333;36651;15967;89.9;-32;WLAN
45170.1465277778;26687;13834;31.4;-79;WLAN
45170.1479166667;68536;18810;98.1;-33;WLAN
45170.1479166667;114101;17582;96.2;-34;WLAN
45170.15;47698;15977;114.8;-35;WLAN
45170.1520833333;497;2410;392.1;-83;WLAN
45170.1590277778;82687;10551;18.0;-53;WLAN
45170.1597222222;10055;18676;201.0;-75;WLAN
45170.1604166667;87604;35743;26.0;-69;WLAN
45170.1604166667;110688;16542;34.2;-66;WLAN
45170.1694444444;12094;13478;38.7;-46;WLAN
45170.1694444444;26925;9721;19.0;-45;WLAN
45170.1701388889;423651;42800;20.0;-48;WLAN
45170.1736111111;196777;6152;30.0;-55;WLAN
45170.1756944444;38711;10954;20.0;-42;WLAN
45170.1756944444;102342;19088;31.0;-75;WLAN
45170.1756944444;40613;15432;134.5;-54;WLAN
45170.1756944444;70323;74460;35.6;-55;WLAN
45170.1770833333;4051;27469;35.2;-60;WLAN
45170.1784722222;84;19913;34.3;-32;WLAN
45170.1798611111;20579;6177;17.0;-71;WLAN
45170.1798611111;39170;17958;32.2;-38;WLAN
45170.1805555556;14769;15027;36.1;-46;WLAN
45170.18125;14997;13849;37.6;-80;WLAN
45170.1819444444;44181;9619;32.8;-46;WLAN
45170.1826388889;12376;7055;32.8;-82;WLAN
45170.1833333333;66589;19232;25.0;-58;WLAN
45170.1854166667;8554;4946;39.9;-81;WLAN
45170.1875;23903;6428;25.0;-32;WLAN
45170.1909722222;150331;18633;23.0;-56;WLAN
45170.1923611111;19763;2607;36.8;-78;WLAN
45170.1930555556;17946;11014;35.5;-71;WLAN
45170.1930555556;41426;18633;40.6;-65;WLAN
45170.1958333333;127079;28632;18.0;-65;WLAN
45170.1972222222;259603;28719;17.0;-60;WLAN
45170.1979166667;18950;11445;25.0;-77;WLAN
45170.2034722222;7622;958;15.0;-69;WLAN
45170.2069444444;18378;9710;97.5;-24;WLAN
45170.2076388889;24045;9947;30.0;-38;WLAN
45170.2076388889;88251;100569;11.0;-63;WLAN
45170.2097222222;24265;1059;44.0;-48;WLAN
45170.2111111111;10655;7336;51.7;-74;WLAN
45170.2111111111;83777;29260;20.0;-44;WLAN
45170.2131944444;51828;32042;39.9;-56;WLAN
45170.2138888889;25781;15360;44.1;-64;WLAN
45170.2159722222;10978;4293;41.7;-71;WLAN
45170.2159722222;31017;1183;43.6;-59;WLAN
45170.2159722222;46600;18661;13.0;-71;WLAN
45170.2166666667;4933;4079;70.2;-67;WLAN
45170.2180555556;35399;693;50.2;-49;WLAN
45170.2201388889;21407;14652;45.4;-51;WLAN
45170.2201388889;27399;18746;8.0;-49;WLAN
45170.2208333333;25597;17781;32.5;-59;WLAN
45170.2215277778;35521;9245;19.0;-44;WLAN
45170.2222222222;37337;9259;30.0;-59;WLAN
45170.2222222222;44560;10063;34.8;-47;WLAN
45170.2229166667;25392;2784;40.4;-72;WLAN
45170.2229166667;30075;2567;39.9;-70;WLAN
45170.2229166667;11099;8324;35.0;-76;WLAN
45170.2236111111;2597;17425;38.5;-77;WLAN
45170.2243055556;8091;2705;39.9;-67;WLAN
45170.2256944444;98762;8692;31.0;-67;WLAN
45170.2284722222;2852;4551;99.7;-69;WLAN
45170.2284722222;77982;3941;42.5;-61;WLAN
45170.2298611111;79124;3946;45.1;-55;WLAN
45170.23125;91739;18751;8.0;-46;WLAN
45170.2333333333;30110;6460;31.2;-62;WLAN
45170.2333333333;18879;19299;22.0;-49;WLAN
45170.2361111111;243994;48515;17.0;-42;WLAN
45170.2361111111;12458;10929;41.6;-71;WLAN
45170.2361111111;50460;19194;25.0;-63;WLAN
45170.2368055556;31429;18553;14.0;-38;WLAN
45170.2368055556;70021;28119;30.2;-71;WLAN
45170.2375;4709;6484;89.3;-41;WLAN
45170.2381944444;32354;19106;22.0;-56;WLAN
45170.2388888889;31716;5401;42.6;-41;WLAN
45170.2395833333;52174;19129;40.0;-68;WLAN
45170.2402777778;77519;50899;52.1;-66;WLAN
45170.2402777778;20398;19380;39.2;-53;WLAN
45170.2416666667;31200;18827;40.0;-79;WLAN
45170.2423611111;75608;3214;41.6;-68;WLAN
45170.2423611111;184539;28974;40.0;-77;WLAN
45170.2430555556;67865;3013;45.0;-66;WLAN
45170.2430555556;72924;3419;45.2;-69;WLAN
45170.2430555556;29505;11659;18.0;-54;WLAN
45170.24375;100414;45381;30.0;-51;WLAN
45170.2472222222;18580;4005;10.0;-45;WLAN
45170.2479166667;76520;3358;44.1;-70;WLAN
45170.2493055556;40286;9515;35.0;-54;WLAN
45170.2513888889;6201;2251;26.0;-65;WLAN
45170.2513888889;86544;41736;30.0;-68;WLAN
45170.2541666667;8711;1535;51.0;-72;WLAN
45170.2548611111;149023;51604;8.0;-59;WLAN
45170.2569444444;1497;14253;47.3;-50;WLAN
45170.2576388889;32099;8426;11.0;-65;WLAN
45170.2583333333;14121;28517;31.4;-34;WLAN
45170.2611111111;12531;17348;30.0;-51;WLAN
45170.2618055556;51356;47678;9.0;-68;WLAN
45170.2666666667;29793;6935;14.0;-29;WLAN
45170.2666666667;34218;7982;48.0;-71;WLAN
45170.2666666667;37125;5388;14.0;-35;WLAN
45170.2673611111;47650;7636;14.0;-23;WLAN
45170.2680555556;51809;7702;17.0;-73;WLAN
45170.2680555556;3011;17778;40.1;-27;WLAN
45170.26875;47666;9140;19.0;-34;WLAN
45170.26875;6477;5224;463.4;-52;WLAN
45170.2694444444;4676;4007;37.5;-69;WLAN
45170.2701388889;15426;18719;39.2;-67;WLAN
45170.2722222222;643;3975;156.3;-76;WLAN
45170.2736111111;106301;10612;24.0;-57;WLAN
45170.2736111111;38855;2207;37.5;-51;WLAN
45170.2736111111;4707;6740;95.5;-41;WLAN
45170.2743055556;4697;6501;92.0;-44;WLAN
45170.275;25580;8249;9.0;-65;WLAN
45170.275;3592;6282;96.2;-46;WLAN
45170.2756944444;56301;20994;46.5;-49;WLAN
45170.2763888889;10983;41076;33.0;-66;WLAN
45170.2763888889;2940;41960;50.1;-55;WLAN
45170.2770833333;61607;40046;31.0;-55;WLAN
45170.2777777778;27721;4024;39.8;-57;WLAN
45170.2791666667;2643;5743;94.7;-49;WLAN
45170.2791666667;14832;4684;21.0;-65;WLAN
45170.2791666667;8162;4429;67.9;-66;WLAN
45170.2805555556;38484;17932;16.0;-72;WLAN
45170.2819444444;8601;12070;34.0;-65;WLAN
45170.2819444444;34599;9435;40.0;-55;WLAN
45170.2819444444;8769;15182;30.0;-65;WLAN
45170.2840277778;43460;18122;22.0;-59;WLAN
45170.2840277778;29978;9217;14.0;-67;WLAN
45170.2868055556;79071;22411;24.0;-61;WLAN
45170.2902777778;20059;13169;30.0;-60;WLAN
45170.2909722222;6756;16784;55.3;-55;WLAN
45170.2916666667;45489;9685;42.5;-48;WLAN
45170.2923611111;68976;13673;20.0;-74;WLAN
45170.29375;130121;28123;30.0;-58;WLAN
45170.29375;24728;6123;29.2;-58;WLAN
45170.2965277778;30308;9802;58.0;-58;WLAN
45170.2972222222;25141;9830;56.5;-56;WLAN
45170.2986111111;44907;22850;21.0;-68;WLAN
45170.2993055556;26360;7587;31.0;-64;WLAN
45170.3013888889;254467;104709;4.0;-35;WLAN
45170.3027777778;39058;10772;16.0;-45;WLAN
45170.3034722222;16384;11457;12.0;-70;WLAN
45170.3041666667;43027;10498;16.0;-49;WLAN
45170.3041666667;21367;21802;135.0;-42;WLAN
45170.3041666667;36596;6683;16.0;-44;WLAN
45170.3041666667;103379;16771;15.0;-52;WLAN
45170.3048611111;44994;9614;16.0;-48;WLAN
45170.3048611111;27375;5457;16.0;-45;WLAN
45170.3055555556;45200;5414;16.0;-45;WLAN
45170.3055555556;5200;6157;33.6;-60;WLAN
45170.30625;37457;5268;16.0;-44;WLAN
45170.3069444444;43387;10803;16.0;-43;WLAN
